ID,Possession Status,Commercial,Developer,Price,sqft Price ,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,City,bedroom,floors,isPrimeLocationProperty,Property Lifespan
12464,Under Construction,N,NA,5800000,6105,Unfurnished,2,East,New Property,Apartment,Thane,2,22,Y,NA
12463,Under Construction,N,West Pioneer Properties India Pvt. Ltd.,12100000,8612,Unfurnished,3,East,New Property,Apartment,Thane,3,32,Y,NA
12462,Ready to Move,N,Vaishnavi Buildcon,6000000,5882,Unfurnished,2,East,New Property,Apartment,Thane,2,24,Y,New Construction
12461,Under Construction,N,Kohinoor Group,4290000,5047,Unfurnished,2,West,New Property,Apartment,Thane,2,23,Y,NA
12460,Under Construction,N,Kohinoor Group,2999000,5452,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,NA
12459,Under Construction,N,Kohinoor Group,3099000,5634,Unfurnished,2,West,New Property,Apartment,Thane,1,23,Y,NA
12458,Ready to Move,N,Sai Siddhi Developers,2616000,4800,Unfurnished,1,North - East,New Property,Apartment,Thane,1,7,Y,New Construction
12457,Under Construction,N,NA,4550000,4866,Unfurnished,2,East,New Property,Apartment,Thane,2,18,Y,NA
12456,Ready to Move,Y,Kohinoor Group,5000000,7352,Semi-Furnished,2,East,Resale,Apartment,Thane,1,12,Y,Less than 5 years
12455,Under Construction,N,NA,4700000,7833,Unfurnished,2,North - East,New Property,Apartment,Thane,1,22,Y,NA
12454,Under Construction,N,Kohinoor Group,3699000,5779,Unfurnished,1,North - East,New Property,Apartment,Thane,1,23,Y,NA
12453,Under Construction,N,Kohinoor Group,5150000,5892,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12452,Ready to Move,N,NA,5200000,7323,Unfurnished,2,East,Resale,Apartment,Thane,1,10,Y,5 to 10 years
12451,Under Construction,N,NA,2997000,4995,Unfurnished,1,North - East,New Property,Apartment,Thane,1,18,Y,NA
12450,Under Construction,N,Samarth Sai Builders & Developers,3491000,5370,Unfurnished,2,North - East,New Property,Apartment,Thane,1,20,Y,NA
12449,Under Construction,Y,NA,4400000,7586,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12448,Under Construction,N,Kohinoor Group,4950000,8222,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12447,Ready to Move,N,Vaishnavi Buildcon,6000000,5882,Unfurnished,2,East,New Property,Apartment,Thane,2,24,Y,New Construction
12446,Under Construction,N,Kohinoor Group,4290000,5047,Unfurnished,2,West,New Property,Apartment,Thane,2,23,Y,NA
12445,Under Construction,N,Kohinoor Group,2999000,5452,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,NA
12444,Under Construction,N,Kohinoor Group,3099000,5634,Unfurnished,2,West,New Property,Apartment,Thane,1,23,Y,NA
12443,Ready to Move,N,Sai Siddhi Developers,2616000,4800,Unfurnished,1,North - East,New Property,Apartment,Thane,1,7,Y,New Construction
12442,Under Construction,N,NA,4550000,4866,Unfurnished,2,East,New Property,Apartment,Thane,2,18,Y,NA
12441,Ready to Move,Y,Kohinoor Group,5000000,7352,Semi-Furnished,2,East,Resale,Apartment,Thane,1,12,Y,Less than 5 years
12440,Under Construction,N,NA,4700000,7833,Unfurnished,2,North - East,New Property,Apartment,Thane,1,22,Y,NA
12439,Under Construction,N,Kohinoor Group,3699000,5779,Unfurnished,1,North - East,New Property,Apartment,Thane,1,23,Y,NA
12438,Under Construction,N,Kohinoor Group,5150000,5892,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12437,Ready to Move,N,NA,5200000,7323,Unfurnished,2,East,Resale,Apartment,Thane,1,10,Y,5 to 10 years
12436,Under Construction,N,NA,2997000,4995,Unfurnished,1,North - East,New Property,Apartment,Thane,1,18,Y,NA
12435,Under Construction,N,Samarth Sai Builders & Developers,3491000,5370,Unfurnished,2,North - East,New Property,Apartment,Thane,1,20,Y,NA
12434,Under Construction,Y,NA,4400000,7586,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12433,Under Construction,N,Kohinoor Group,4950000,8222,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12432,Ready to Move,Y,Madan Chikankar,NA,NA,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,Less than 5 years
12431,Ready to Move,N,Hindustan Enterprises,1500000,2836,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12430,Ready to Move,N,Hindustan Enterprises,1900000,3486,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12429,Ready to Move,N,NA,3000000,3448,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,4,N,NA
12428,Ready to Move,N,Soham Construction Pvt. Ltd.,1550000,2441,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,Y,10 to 15 years
12427,Ready to Move,N,NA,2000000,2548,Unfurnished,1,NA,Resale,Apartment,Thane,2,4,Y,NA
12426,Ready to Move,N,NA,1200000,2667,Unfurnished,1,East,Resale,Apartment,Thane,1,3,Y,Less than 5 years
12425,Ready to Move,N,NA,1211250,2850,Furnished,1,East,Resale,Apartment,Thane,1,4,Y,NA
12424,Ready to Move,Y,NA,1300000,2857,Unfurnished,1,North - East,Resale,Residential House,Thane,1,4,Y,New Construction
12423,Ready to Move,N,MATHRE ENTERPRISE,1800000,3600,Unfurnished,1,East,Resale,Apartment,Thane,1,4,Y,5 to 10 years
12422,Ready to Move,N,Shree Ganesh Builders & Developers,3500000,6364,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,Y,NA
12421,Ready to Move,N,NA,8500000,9827,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,7,Y,NA
12420,Ready to Move,N,The Wadhwa Group,2200000,3385,Unfurnished,1,East,New Property,Apartment,Thane,1,4,Y,Less than 5 years
12419,Under Construction,Y,Mali Infra,2715125,4982,Unfurnished,1,NA,New Property,Apartment,Thane,1,NA,Y,NA
12418,Ready to Move,N,Shiv Shambho Construction,1700000,3778,Unfurnished,1,NA,Resale,Apartment,Thane,1,14,Y,NA
12417,Ready to Move,N,Hindustan Enterprise,2700000,4779,Unfurnished,1,NA,Resale,Apartment,Thane,2,5,N,NA
12416,Ready to Move,N,Vaishnavi Developers,2100000,3547,Unfurnished,1,South,Resale,Apartment,Thane,1,4,N,5 to 10 years
12415,Ready to Move,N,Balaji Group,2200000,4681,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,NA
12414,Ready to Move,N,Lok Group,4500000,7965,Unfurnished,1,East,Resale,Apartment,Thane,2,4,N,15 to 20 years
12413,Ready to Move,N,Madan Chikankar,3800000,5429,Furnished,2,NA,Resale,Apartment,Thane,2,4,N,5 to 10 years
12412,Ready to Move,N,Shree Krishna Developer,2800000,4870,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,5 to 10 years
12411,Ready to Move,N,Balaji Constructions,4000000,7619,Unfurnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
12410,Ready to Move,N,NA,3500000,4808,Unfurnished,2,NA,Resale,Apartment,Thane,1,4,N,NA
12409,Ready to Move,N,Famous Builders And Developers,1800000,6000,Semi-Furnished,1,East,New Property,Apartment,Thane,1,4,N,New Construction
12408,Ready to Move,N,Sai Developer,4200000,7000,Unfurnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
12407,NA,N,Tisai Builders and Developers,4600000,4600,Unfurnished,2,NA,Resale,Apartment,Thane,2,7,N,NA
12406,Ready to Move,Y,Balaji Constructions,4100000,7387,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,10 to 15 years
12405,Ready to Move,Y,NA,3300000,5739,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,5 to 10 years
12404,Under Construction,Y,Kohinoor Group,3200000,NA,Unfurnished,1,East,New Property,Apartment,Thane,1,24,Y,NA
12403,Ready to Move,N,NA,2200000,4536,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,1,4,N,NA
12402,Ready to Move,N,NA,2500000,5000,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12401,Ready to Move,N,NA,2000000,4000,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12400,Ready to Move,N,NA,3200000,5839,Semi-Furnished,1,NA,Resale,Builder Floor Apartment,Thane,1,3,N,NA
12399,Ready to Move,N,NA,3250000,5039,Semi-Furnished,1,NA,Resale,Apartment,Thane,2,5,N,NA
12398,Ready to Move,N,NA,1350000,3846,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12397,Ready to Move,N,NA,2200000,4400,Semi-Furnished,1,NA,Resale,Apartment,Kalyan,2,3,Y,Less than 5 years
12396,Ready to Move,N,NA,2800000,NA,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,Y,5 to 10 years
12395,Ready to Move,N,NA,9500000,9500,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,14,Y,NA
12394,Ready to Move,N,NA,3100000,5741,Unfurnished,1,East,Resale,Apartment,Mumbai,1,7,Y,15 to 20 years
12393,Ready to Move,N,Rai Residency Pvt. Ltd.,5200000,8387,Unfurnished,2,East,Resale,Apartment,Thane,1,14,Y,Less than 5 years
12392,Ready to Move,N,NA,6000000,6316,Unfurnished,2,NA,Resale,Apartment,Thane,2,7,Y,NA
12391,Ready to Move,N,NA,5400000,6766,Unfurnished,2,NA,Resale,Apartment,Thane,2,4,Y,Less than 5 years
12390,Ready to Move,N,NA,1225000,3500,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,1,5,Y,NA
12389,Ready to Move,N,NA,3100000,4593,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,Y,NA
12388,Ready to Move,N,Shiv Shambho Construction,1400000,3500,Semi-Furnished,1,North - East,Resale,Builder Floor Apartment,Thane,1,3,Y,NA
12387,Ready to Move,N,NA,3700000,4044,Unfurnished,2,East,Resale,Apartment,Kalyan,2,4,N,5 to 10 years
12386,Ready to Move,N,NA,5500000,7503,Unfurnished,1,NA,Resale,Apartment,Thane,2,11,N,NA
12385,Ready to Move,N,NA,1900000,3762,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,5,N,NA
12384,Ready to Move,N,NA,1500000,3846,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,1,4,N,NA
12383,Ready to Move,N,NA,3350000,5000,Furnished,1,South,Resale,Apartment,Thane,2,3,N,New Construction
12382,Ready to Move,N,NA,2160000,4500,Unfurnished,1,NA,New Property,Apartment,Thane,1,3,N,Less than 5 years
12381,Ready to Move,N,NA,2500000,3937,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12380,Ready to Move,N,NA,2300000,4381,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12379,Ready to Move,N,NA,3500000,6718,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,7,N,5 to 10 years
12378,Ready to Move,N,NA,2300000,4071,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,Less than 5 years
12377,Ready to Move,N,NA,2000000,4444,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,5 to 10 years
12376,Ready to Move,N,NA,3900000,NA,Unfurnished,1,NA,Resale,Apartment,Thane,2,3,N,NA
12375,Ready to Move,N,Shree Ganesh Builders & Developers,2300000,6571,Unfurnished,1,North,New Property,Apartment,Thane,1,3,N,New Construction
12374,Ready to Move,N,NA,3500000,4828,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,2,4,N,10 to 15 years
12373,Ready to Move,N,Famous Builders And Developers,4000000,4202,Unfurnished,2,East,New Property,Apartment,Thane,2,7,N,NA
12372,Ready to Move,N,Samarth Sai Builders & Developers,6400000,7111,Unfurnished,2,NA,Resale,Apartment,Thane,2,17,N,NA
12371,Ready to Move,N,The Wadhwa Group,5000000,8197,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
12370,Ready to Move,N,Madan Chikankar,5800000,4391,Furnished,2,NA,Resale,Apartment,Thane,2,9,N,5 to 10 years
12369,Ready to Move,N,NA,2400000,4800,Unfurnished,1,East,Resale,Apartment,Thane,1,4,N,Less than 5 years
12368,Ready to Move,N,NA,4500000,5143,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,2,4,N,5 to 10 years
12367,Ready to Move,N,Soham Construction Pvt. Ltd.,3000000,5128,Unfurnished,1,East,Resale,Apartment,Thane,1,7,Y,Less than 5 years
12366,Ready to Move,N,NA,1250000,3541,Unfurnished,1,West,New Property,Apartment,Thane,1,4,Y,New Construction
12365,Ready to Move,N,NA,1600000,5714,Unfurnished,1,North - East,Resale,Apartment,Thane,1,2,Y,5 to 10 years
12364,Ready to Move,N,NA,4000000,5988,Unfurnished,1,NA,Resale,Apartment,Kalyan,1,7,Y,NA
12363,Ready to Move,N,NA,3800000,9048,Unfurnished,2,North - East,Resale,Apartment,Thane,1,22,Y,New Construction
12362,Ready to Move,N,NA,6000000,10909,Unfurnished,1,East,Resale,Apartment,Thane,2,3,Y,15 to 20 years
12361,Ready to Move,N,Lok Group,6000000,8276,Semi-Furnished,2,South,Resale,Apartment,Thane,1,16,Y,5 to 10 years
12360,Ready to Move,N,NA,2000000,4348,Unfurnished,1,East,New Property,Apartment,Thane,1,4,Y,Less than 5 years
12359,Ready to Move,N,NA,4300000,6466,Semi-Furnished,1,East,Resale,Apartment,Thane,2,7,Y,Less than 5 years
12358,Ready to Move,N,Laxmi Housing Builders and Developers,3700000,6727,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,3,Y,10 to 15 years
12357,Ready to Move,N,NA,4600000,5897,Unfurnished,2,North - East,Resale,Apartment,Thane,1,7,Y,5 to 10 years
12356,Under Construction,N,NA,4800000,6808,Unfurnished,1,East,New Property,Apartment,Thane,1,22,Y,NA
12355,Under Construction,N,NA,4100000,6212,Unfurnished,1,East,New Property,Apartment,Thane,1,22,Y,NA
12354,Under Construction,N,NA,3050000,5000,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,NA
12353,Under Construction,N,NA,2900000,4462,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,New Construction
12352,Under Construction,N,Kohinoor Group,2999000,5452,Unfurnished,1,East,New Property,Apartment,Thane,1,23,Y,NA
12351,Under Construction,N,West Pioneer Properties India Pvt. Ltd.,9000000,7725,Unfurnished,2,East,New Property,Apartment,Thane,2,32,Y,NA
12350,Under Construction,N,Kohinoor Group,6590000,5069,Unfurnished,3,West,New Property,Apartment,Thane,3,23,Y,NA
12349,Under Construction,N,Mali Infra,2550000,4722,Unfurnished,2,East,New Property,Apartment,Thane,1,19,Y,NA
12348,Under Construction,N,Kohinoor Group,2940000,5345,Unfurnished,2,West,New Property,Apartment,Thane,1,23,Y,NA
12347,Ready to Move,N,Sai Siddhi Developers,2616000,4542,Unfurnished,1,North - East,New Property,Apartment,Thane,1,7,Y,New Construction
12346,Under Construction,Y,Kohinoor Group,3000000,5454,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,NA
12345,Ready to Move,N,NA,2900000,4603,Unfurnished,1,NA,Resale,Apartment,Thane,1,3,Y,15 to 20 years
12344,Ready to Move,N,NA,4200000,6000,Unfurnished,2,East,Resale,Apartment,Thane,2,3,Y,10 to 15 years
12343,Under Construction,N,NA,2995000,4991,Unfurnished,2,East,New Property,Apartment,Thane,1,18,Y,NA
12342,Ready to Move,N,Lok Group,7000000,8849,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,7,Y,15 to 20 years
12341,Under Construction,N,NA,4119000,5842,Unfurnished,2,North - East,New Property,Apartment,Thane,1,20,Y,NA
12340,Under Construction,N,Kohinoor Group,5500000,14473,Unfurnished,3,North - East,New Property,Apartment,Thane,2,23,Y,NA
12339,Under Construction,N,Kohinoor Group,3200000,8311,Unfurnished,2,North - East,New Property,Apartment,Thane,1,23,Y,NA
12338,Under Construction,N,Kohinoor Group,4200000,7636,Unfurnished,2,North - East,New Property,Apartment,Thane,2,7,Y,NA
12337,Under Construction,N,Kohinoor Group,2990000,5436,Unfurnished,2,North - East,New Property,Apartment,Thane,1,23,Y,NA
12336,Ready to Move,N,Samarth Sai Builders & Developers,3400000,5230,Semi-Furnished,2,East,New Property,Apartment,Thane,1,18,Y,New Construction
12335,Under Construction,N,Kohinoor Group,3640000,5669,Unfurnished,1,North - East,New Property,Apartment,Thane,1,23,Y,NA
12334,Under Construction,N,Kohinoor Group,3153000,3607,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12333,Ready to Move,N,Gopal Krishna Developers,5400000,7605,Semi-Furnished,2,East,Resale,Apartment,Thane,1,29,Y,New Construction
12332,Under Construction,N,Kohinoor Group,4100000,5256,Unfurnished,2,North - East,New Property,Apartment,Thane,2,23,Y,NA
12331,Under Construction,N,NA,4000000,4705,Unfurnished,2,North - East,New Property,Apartment,Thane,2,18,Y,NA
12330,Under Construction,N,Kohinoor Group,4387000,5161,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12329,Under Construction,Y,NA,2899000,6853,Unfurnished,2,East,New Property,Apartment,Thane,1,23,Y,NA
12328,Under Construction,N,Kohinoor Group,4750000,6012,Unfurnished,2,East,New Property,Apartment,Thane,2,23,Y,NA
12327,Under Construction,N,NA,23000000,25842,Unfurnished,2,East,New Property,Apartment,Mumbai,2,42,Y,NA
12326,Under Construction,Y,Roswalt Realty,14800000,15102,Unfurnished,2,East,New Property,Apartment,Mumbai,2,38,Y,NA
12325,Under Construction,Y,Paradigm Realty,11000000,27500,Unfurnished,2,East,New Property,Apartment,Mumbai,2,38,Y,NA
12324,Ready to Move,Y,Indra Darshan Developer,26500000,25238,Semi-Furnished,2,North - West,Resale,Apartment,Mumbai,2,19,Y,10 to 15 years
12323,Under Construction,N,Sunteck Realty Ltd.,20300000,19078,Unfurnished,2,East,New Property,Apartment,Mumbai,2,40,Y,NA
12322,Under Construction,N,Paradigm Realty,11500000,14744,Unfurnished,2,West,New Property,Apartment,Mumbai,2,28,Y,NA
12321,Under Construction,Y,Paradigm Realty,8400000,NA,Unfurnished,1,West,New Property,Apartment,Mumbai,1,38,Y,NA
12320,Under Construction,N,NA,12200000,23969,Unfurnished,2,North - West,Resale,Apartment,Mumbai,1,23,Y,NA
12319,Ready to Move,N,NA,28500000,24782,Semi-Furnished,2,North,Resale,Apartment,Mumbai,2,22,Y,10 to 15 years
12318,Ready to Move,N,Lodha,50000000,20000,Unfurnished,4,West,New Property,Apartment,Mumbai,5,21,Y,New Construction
12317,Ready to Move,N,Chunawalas Constructions,14000000,21538,Semi-Furnished,2,West,Resale,Apartment,Mumbai,1,14,Y,10 to 15 years
12316,Under Construction,N,Paradigm Realty,12900000,13915,Unfurnished,2,East,New Property,Apartment,Mumbai,2,34,Y,NA
12315,Ready to Move,N,Matra Realty Ltd.,19500000,17500,Semi-Furnished,2,North,Resale,Apartment,Mumbai,2,NA,Y,10 to 15 years
12314,Under Construction,N,Paradigm Realty,8000000,13114,Unfurnished,1,East,New Property,Apartment,Mumbai,1,38,Y,NA
12313,Under Construction,N,Roswalt Realty,19500000,24103,Unfurnished,2,East,New Property,Apartment,Mumbai,2,33,Y,NA
12312,Ready to Move,N,NA,11000000,17886,Semi-Furnished,1,East,Resale,Apartment,Mumbai,1,7,Y,10 to 15 years
12311,Ready to Move,N,Lodha,22500000,27439,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,21,Y,New Construction
12310,Ready to Move,N,Serenity Groups,20000000,20304,Unfurnished,2,East,Resale,Apartment,Mumbai,2,7,Y,Above 20 years
12309,Ready to Move,N,NA,16700000,16011,Unfurnished,2,West,New Property,Apartment,Mumbai,2,21,Y,New Construction
12308,Under Construction,N,Roswalt Realty,22000000,27194,Unfurnished,3,North - East,New Property,Apartment,Mumbai,3,33,Y,NA
12307,Under Construction,N,Paradigm Realty,10900000,16769,Unfurnished,2,West,New Property,Apartment,Mumbai,2,38,Y,NA
12306,Ready to Move,N,Samarth Development Corporation,28500000,24782,Semi-Furnished,2,North,Resale,Apartment,Mumbai,2,18,Y,10 to 15 years
12305,Ready to Move,Y,NA,135000000,40909,Unfurnished,5,North,Resale,Apartment,Mumbai,4,36,Y,Less than 5 years
12304,Ready to Move,N,Windsor Realty,120000000,27906,Furnished,5,South -West,Resale,Apartment,Mumbai,4,25,Y,5 to 10 years
12303,Under Construction,N,Paradigm Realty,7800000,12786,Unfurnished,1,East,New Property,Apartment,Mumbai,1,38,Y,NA
12302,Jun '26,Y,Paradigm Realty,12300000,NA,Unfurnished,2,NA,New Property,Apartment,Mumbai,2,NA,Y,NA
12301,Jun '26,Y,Paradigm Realty,7100000,NA,Unfurnished,1,NA,New Property,Apartment,Mumbai,1,NA,Y,NA
12300,Dec '28,Y,Roswalt Realty,15800000,NA,Unfurnished,3,NA,New Property,Apartment,Mumbai,2,NA,Y,NA
12299,Nov '25,Y,Lashkaria Housing and Infrastructure Pvt Ltd,9420000,NA,Unfurnished,1,NA,New Property,Apartment,Mumbai,1,NA,Y,NA
12298,Dec '28,Y,Roswalt Realty,10300000,NA,Unfurnished,2,NA,New Property,Apartment,Mumbai,1,NA,Y,NA
12297,Under Construction,N,Paradigm Realty,8000000,13114,Unfurnished,1,East,New Property,Apartment,Mumbai,1,38,Y,NA
12296,Under Construction,N,Roswalt Realty,19500000,24103,Unfurnished,2,East,New Property,Apartment,Mumbai,2,33,Y,NA
12295,Ready to Move,N,NA,11000000,17886,Semi-Furnished,1,East,Resale,Apartment,Mumbai,1,7,Y,10 to 15 years
12294,Ready to Move,N,Lodha,22500000,27439,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,21,Y,New Construction
12293,Ready to Move,N,Serenity Groups,20000000,20304,Unfurnished,2,East,Resale,Apartment,Mumbai,2,7,Y,Above 20 years
12292,Ready to Move,N,NA,16700000,16011,Unfurnished,2,West,New Property,Apartment,Mumbai,2,21,Y,New Construction
12291,Under Construction,N,Roswalt Realty,22000000,27194,Unfurnished,3,North - East,New Property,Apartment,Mumbai,3,33,Y,NA
12290,Under Construction,N,Paradigm Realty,10900000,16769,Unfurnished,2,West,New Property,Apartment,Mumbai,2,38,Y,NA
12289,Ready to Move,N,Samarth Development Corporation,28500000,24782,Semi-Furnished,2,North,Resale,Apartment,Mumbai,2,18,Y,10 to 15 years
12288,Ready to Move,Y,NA,135000000,40909,Unfurnished,5,North,Resale,Apartment,Mumbai,4,36,Y,Less than 5 years
12287,Ready to Move,N,Windsor Realty,120000000,27906,Furnished,5,South -West,Resale,Apartment,Mumbai,4,25,Y,5 to 10 years
12286,Under Construction,N,Paradigm Realty,7800000,12786,Unfurnished,1,East,New Property,Apartment,Mumbai,1,38,Y,NA
